InvoiceNo,invoice_first_date,customer_id,country,invoice_revenue,n_lines
536520,2010-12-01 12:43:00,14729.0,United Kingdom,313.49,71
536521,2010-12-01 12:48:00,12748.0,United Kingdom,4.95,1
536522,2010-12-01 12:49:00,15012.0,United Kingdom,191.06,54
536523,2010-12-01 12:50:00,12868.0,United Kingdom,203.3,12
536524,2010-12-01 12:51:00,17572.0,United Kingdom,70.80000000000001,4
536525,2010-12-01 12:54:00,14078.0,United Kingdom,136.24,13
536526,2010-12-01 12:58:00,14001.0,United Kingdom,301.24,9
536527,2010-12-01 13:04:00,12662.0,Germany,261.48,15
536528,2010-12-01 13:17:00,15525.0,United Kingdom,313.93,57
536529,2010-12-01 13:20:00,14237.0,United Kingdom,161.0,9
536530,2010-12-01 13:21:00,17905.0,United Kingdom,201.75,23
536531,2010-12-01 13:23:00,15485.0,United Kingdom,950.09,23
536532,2010-12-01 13:24:00,12433.0,Norway,1919.1399999999999,73
536533,2010-12-01 13:31:00,16955.0,United Kingdom,156.1,6
536534,2010-12-01 13:33:00,15350.0,United Kingdom,115.65,5
536535,2010-12-01 13:38:00,15605.0,United Kingdom,194.85000000000002,12
536536,2010-12-01 13:45:00,18144.0,United Kingdom,165.04999999999998,3
536537,2010-12-01 13:51:00,15922.0,United Kingdom,369.5,11
536538,2010-12-01 13:54:00,14594.0,United Kingdom,255.0,31
536539,2010-12-01 14:03:00,15165.0,United Kingdom,487.75,27
536540,2010-12-01 14:05:00,14911.0,EIRE,540.38,20
536541,2010-12-01 14:05:00,14911.0,EIRE,15.0,1
536542,2010-12-01 14:11:00,16456.0,United Kingdom,787.4,16
536551,2010-12-01 14:34:00,17346.0,United Kingdom,146.61,35
536556,2010-12-01 14:38:00,17643.0,United Kingdom,101.55,8
536557,2010-12-01 14:41:00,17841.0,United Kingdom,537.38,65
536559,2010-12-01 14:54:00,17873.0,United Kingdom,215.14999999999998,9
536560,2010-12-01 15:00:00,13093.0,United Kingdom,799.4,13
536561,2010-12-01 15:06:00,12921.0,United Kingdom,322.40000000000003,15
536562,2010-12-01 15:08:00,13468.0,United Kingdom,308.65000000000003,18
536563,2010-12-01 15:08:00,17760.0,United Kingdom,172.54,9
536564,2010-12-01 15:08:00,13468.0,United Kingdom,51.4,2
536566,2010-12-01 15:21:00,16928.0,United Kingdom,116.25,6
536567,2010-12-01 15:27:00,16048.0,United Kingdom,251.40000000000003,7
536568,2010-12-01 15:28:00,16048.0,United Kingdom,5.04,1
536569,2010-12-01 15:35:00,16274.0,United Kingdom,357.95,67
536570,2010-12-01 15:35:00,14496.0,United Kingdom,304.34000000000003,5
536571,2010-12-01 15:37:00,14696.0,United Kingdom,294.62,18
536572,2010-12-01 15:40:00,16539.0,United Kingdom,442.34999999999997,21
536573,2010-12-01 15:45:00,17025.0,United Kingdom,143.12,4
536574,2010-12-01 15:46:00,17025.0,United Kingdom,17.85,1
536575,2010-12-01 16:01:00,13777.0,United Kingdom,1552.98,8
536576,2010-12-01 16:11:00,13777.0,United Kingdom,2558.42,16
536577,2010-12-01 16:13:00,13777.0,United Kingdom,497.0,4
536578,2010-12-01 16:15:00,17690.0,United Kingdom,279.6,8
536579,2010-12-01 16:16:00,13777.0,United Kingdom,315.96000000000004,2
536580,2010-12-01 16:17:00,17690.0,United Kingdom,97.19999999999999,6
536581,2010-12-01 16:19:00,13777.0,United Kingdom,330.0,1
536582,2010-12-01 16:21:00,12947.0,United Kingdom,304.04,17
536583,2010-12-01 16:21:00,13777.0,United Kingdom,198.0,1
536584,2010-12-01 16:22:00,13777.0,United Kingdom,1132.8000000000002,1
536585,2010-12-01 16:24:00,17460.0,United Kingdom,19.9,1
536586,2010-12-01 16:25:00,18229.0,United Kingdom,344.2,7
536587,2010-12-01 16:33:00,14142.0,United Kingdom,311.81,22
536588,2010-12-01 16:49:00,17069.0,United Kingdom,277.05,11
536590,2010-12-01 16:52:00,13065.0,United Kingdom,205.86,14
536591,2010-12-01 16:57:00,14606.0,United Kingdom,198.32,40
536593,2010-12-01 17:15:00,16835.0,United Kingdom,81.75,5
536594,2010-12-01 17:22:00,15235.0,United Kingdom,79.5,5
536595,2010-12-01 17:24:00,13576.0,United Kingdom,349.15,11
536597,2010-12-01 17:35:00,18011.0,United Kingdom,102.78999999999999,28
536598,2010-12-02 07:48:00,13090.0,United Kingdom,160.6,4
536599,2010-12-02 07:49:00,15694.0,United Kingdom,306.4,6
536600,2010-12-02 08:32:00,17850.0,United Kingdom,251.62,12
536601,2010-12-02 08:33:00,17850.0,United Kingdom,22.200000000000003,2
536602,2010-12-02 08:34:00,17850.0,United Kingdom,163.76,12
536603,2010-12-02 08:40:00,17850.0,United Kingdom,22.200000000000003,2
536604,2010-12-02 08:43:00,14741.0,United Kingdom,184.5,9
536605,2010-12-02 08:52:00,13715.0,United Kingdom,272.65000000000003,15
536607,2010-12-02 09:29:00,17732.0,United Kingdom,303.97,18
536608,2010-12-02 09:37:00,12855.0,United Kingdom,38.1,3
536609,2010-12-02 09:41:00,17850.0,United Kingdom,244.46,16
536610,2010-12-02 09:42:00,17850.0,United Kingdom,22.200000000000003,2
536611,2010-12-02 09:43:00,15752.0,United Kingdom,259.65000000000003,14
536612,2010-12-02 09:44:00,17850.0,United Kingdom,206.76,15
536613,2010-12-02 09:44:00,17855.0,United Kingdom,208.97,17
536614,2010-12-02 09:44:00,17850.0,United Kingdom,22.200000000000003,2
536615,2010-12-02 10:09:00,14047.0,United Kingdom,286.92,12
536616,2010-12-02 10:10:00,17925.0,United Kingdom,244.08,1
536617,2010-12-02 10:17:00,13941.0,United Kingdom,1095.12,11
536618,2010-12-02 10:17:00,17017.0,United Kingdom,780.12,21
536619,2010-12-02 10:18:00,17017.0,United Kingdom,97.19999999999999,2
536620,2010-12-02 10:27:00,14135.0,United Kingdom,485.25,23
536621,2010-12-02 10:35:00,13108.0,United Kingdom,350.06,10
536623,2010-12-02 10:39:00,15601.0,United Kingdom,768.38,48
536624,2010-12-02 10:45:00,13418.0,United Kingdom,610.64,22
536626,2010-12-02 10:46:00,13418.0,United Kingdom,12.600000000000001,1
536627,2010-12-02 10:53:00,15658.0,United Kingdom,306.2,14
536628,2010-12-02 10:54:00,17850.0,United Kingdom,230.56,16
536629,2010-12-02 10:55:00,17850.0,United Kingdom,22.200000000000003,2
536630,2010-12-02 10:56:00,17850.0,United Kingdom,244.46,16
536631,2010-12-02 10:58:00,17850.0,United Kingdom,22.200000000000003,2
536632,2010-12-02 11:02:00,14388.0,United Kingdom,312.8,21
536633,2010-12-02 11:20:00,14901.0,United Kingdom,204.15,18
536634,2010-12-02 11:21:00,18041.0,United Kingdom,193.78,14
536635,2010-12-02 11:22:00,15955.0,United Kingdom,572.38,20
536636,2010-12-02 11:23:00,15070.0,United Kingdom,106.2,1
536637,2010-12-02 11:35:00,18041.0,United Kingdom,235.16,67
536638,2010-12-02 11:41:00,16244.0,United Kingdom,1056.63,63
536639,2010-12-02 11:45:00,15111.0,United Kingdom,288.5,16
536641,2010-12-02 11:46:00,12748.0,United Kingdom,4.25,1
536643,2010-12-02 11:57:00,14390.0,United Kingdom,223.7,27
536663,2010-12-02 12:07:00,16546.0,United Kingdom,299.40000000000003,6
536667,2010-12-02 12:09:00,15260.0,United Kingdom,362.5,16
536670,2010-12-02 12:09:00,15260.0,United Kingdom,58.0,1
536671,2010-12-02 12:10:00,13305.0,United Kingdom,136.2,5
536672,2010-12-02 12:10:00,14491.0,United Kingdom,127.2,4
536673,2010-12-02 12:11:00,14060.0,United Kingdom,339.84,8
536674,2010-12-02 12:16:00,15923.0,United Kingdom,127.08,21
536676,2010-12-02 12:18:00,16752.0,United Kingdom,207.5,9
536681,2010-12-02 12:22:00,17287.0,United Kingdom,113.92,13
536685,2010-12-02 12:23:00,17850.0,United Kingdom,380.46,17
536688,2010-12-02 12:24:00,17850.0,United Kingdom,22.200000000000003,2
536690,2010-12-02 12:25:00,17850.0,United Kingdom,331.26,17
536693,2010-12-02 12:26:00,17850.0,United Kingdom,22.200000000000003,2
536698,2010-12-02 12:28:00,15363.0,United Kingdom,326.0,16
536707,2010-12-02 12:33:00,12915.0,United Kingdom,199.65,13
536732,2010-12-02 12:47:00,15544.0,United Kingdom,354.54,26
536733,2010-12-02 12:50:00,15738.0,United Kingdom,329.65000000000003,14
536735,2010-12-02 12:58:00,17381.0,United Kingdom,211.2,1
536736,2010-12-02 12:59:00,17381.0,United Kingdom,824.88,5
536738,2010-12-02 13:06:00,15827.0,United Kingdom,98.18,7
536739,2010-12-02 13:08:00,14180.0,United Kingdom,201.75,12
536740,2010-12-02 13:08:00,15827.0,United Kingdom,92.75,7
536741,2010-12-02 13:11:00,13117.0,United Kingdom,202.12,15
536742,2010-12-02 13:14:00,16916.0,United Kingdom,198.08,50
536743,2010-12-02 13:32:00,17964.0,United Kingdom,261.76,35
536744,2010-12-02 13:36:00,14466.0,United Kingdom,379.75,10
536745,2010-12-02 13:38:00,17235.0,United Kingdom,341.9,10
536746,2010-12-02 13:39:00,16510.0,United Kingdom,248.1,13
536747,2010-12-02 13:44:00,17802.0,United Kingdom,100.2,12
536748,2010-12-02 13:45:00,15107.0,United Kingdom,116.0,5
536749,2010-12-02 13:49:00,17976.0,United Kingdom,353.19,65
536750,2010-12-02 14:04:00,17850.0,United Kingdom,434.8,19
536751,2010-12-02 14:05:00,17850.0,United Kingdom,22.200000000000003,2
536752,2010-12-02 14:06:00,17850.0,United Kingdom,390.66,19
536753,2010-12-02 14:07:00,17850.0,United Kingdom,22.200000000000003,2
536754,2010-12-02 14:09:00,14449.0,United Kingdom,210.24,50
536759,2010-12-02 14:26:00,16781.0,United Kingdom,311.25,17
536761,2010-12-02 14:30:00,13491.0,United Kingdom,98.9,7
536762,2010-12-02 14:40:00,16186.0,United Kingdom,307.68,20
536763,2010-12-02 14:42:00,17685.0,United Kingdom,452.52,12
536769,2010-12-02 14:47:00,17581.0,United Kingdom,668.4,31
536771,2010-12-02 14:49:00,17581.0,United Kingdom,118.38,7
536777,2010-12-02 15:00:00,15732.0,United Kingdom,138.1,5
536778,2010-12-02 15:03:00,13138.0,United Kingdom,193.23,14
536779,2010-12-02 15:08:00,15823.0,United Kingdom,15.0,1
536781,2010-12-02 15:14:00,17460.0,United Kingdom,50.400000000000006,1
536782,2010-12-02 15:18:00,17567.0,United Kingdom,517.95,27
536783,2010-12-02 15:19:00,15061.0,United Kingdom,4076.48,38
536784,2010-12-02 15:20:00,15061.0,United Kingdom,2170.9,25
536785,2010-12-02 15:22:00,15061.0,United Kingdom,2730.96,6
536786,2010-12-02 15:23:00,15061.0,United Kingdom,324.0,2
536787,2010-12-02 15:24:00,17850.0,United Kingdom,192.46,13
536788,2010-12-02 15:25:00,15061.0,United Kingdom,75.0,1
536789,2010-12-02 15:25:00,17850.0,United Kingdom,22.200000000000003,2
536790,2010-12-02 15:26:00,17850.0,United Kingdom,532.01,17
536791,2010-12-02 15:27:00,17850.0,United Kingdom,44.400000000000006,2
536792,2010-12-02 15:28:00,15061.0,United Kingdom,30.0,1
536793,2010-12-02 15:39:00,16203.0,United Kingdom,170.7,11
536794,2010-12-02 15:40:00,13767.0,United Kingdom,322.8,4
536795,2010-12-02 15:40:00,15640.0,United Kingdom,333.72,7
536796,2010-12-02 15:46:00,15574.0,United Kingdom,375.65,121
536797,2010-12-02 15:49:00,16770.0,United Kingdom,130.8,6
536798,2010-12-02 15:55:00,17838.0,United Kingdom,717.1600000000001,31
536799,2010-12-02 16:00:00,17228.0,United Kingdom,183.3,18
536800,2010-12-02 16:12:00,14829.0,United Kingdom,236.97,19
536802,2010-12-02 16:29:00,17412.0,United Kingdom,197.3,8
536803,2010-12-02 16:33:00,14911.0,EIRE,22.5,1
536804,2010-12-02 16:34:00,14031.0,United Kingdom,1714.25,25
536805,2010-12-02 16:38:00,14775.0,United Kingdom,406.56,20
536806,2010-12-02 16:42:00,12971.0,United Kingdom,45.12,5
536808,2010-12-02 16:46:00,17659.0,United Kingdom,247.8,12
536809,2010-12-02 16:48:00,15299.0,United Kingdom,1003.2,1
536810,2010-12-02 16:50:00,15299.0,United Kingdom,303.96,1
536811,2010-12-02 16:51:00,15299.0,United Kingdom,527.85,1
536813,2010-12-02 16:59:00,15646.0,United Kingdom,189.8,17
536819,2010-12-02 17:12:00,13402.0,United Kingdom,308.28000000000003,17
536821,2010-12-02 17:17:00,17757.0,United Kingdom,143.45000000000002,23
536823,2010-12-02 17:22:00,13011.0,United Kingdom,50.550000000000004,3
536824,2010-12-02 17:24:00,13798.0,United Kingdom,408.0,1
536830,2010-12-02 17:38:00,16754.0,United Kingdom,2002.4,2
536831,2010-12-02 17:40:00,16029.0,United Kingdom,569.4,4
536832,2010-12-02 17:41:00,16634.0,United Kingdom,164.8,8
536833,2010-12-02 17:48:00,18239.0,United Kingdom,438.1,29
536834,2010-12-02 17:51:00,14576.0,United Kingdom,35.400000000000006,1
536835,2010-12-02 18:06:00,13145.0,United Kingdom,295.0,1
536836,2010-12-02 18:08:00,18168.0,United Kingdom,263.3,27
536837,2010-12-02 18:15:00,14395.0,United Kingdom,308.68,27
536838,2010-12-02 18:23:00,14865.0,United Kingdom,37.2,3
536839,2010-12-02 18:25:00,15093.0,United Kingdom,623.73,16
536840,2010-12-02 18:27:00,12738.0,Germany,155.35,11
536841,2010-12-02 18:27:00,16150.0,United Kingdom,393.42,22
536842,2010-12-02 18:45:00,17552.0,United Kingdom,263.62,11
536843,2010-12-02 18:46:00,17552.0,United Kingdom,34.9,2
536844,2010-12-02 18:49:00,14236.0,United Kingdom,189.3,3
536845,2010-12-02 19:18:00,17961.0,United Kingdom,127.55,29
536846,2010-12-02 19:59:00,14573.0,United Kingdom,413.1,76
536847,2010-12-03 09:31:00,17135.0,United Kingdom,215.57999999999998,9
536848,2010-12-03 09:39:00,13408.0,United Kingdom,534.0,3
536849,2010-12-03 09:45:00,17396.0,United Kingdom,397.5,3
536851,2010-12-03 09:49:00,12967.0,United Kingdom,1368.4,15
536852,2010-12-03 09:51:00,12686.0,France,89.14,7
536856,2010-12-03 10:26:00,13370.0,United Kingdom,754.87,39
536857,2010-12-03 10:33:00,16883.0,United Kingdom,128.03,17
536858,2010-12-03 10:36:00,13520.0,Switzerland,303.4,6
536859,2010-12-03 10:43:00,12841.0,United Kingdom,294.25,24
536860,2010-12-03 10:43:00,16905.0,United Kingdom,254.39999999999998,10
536861,2010-12-03 10:44:00,12427.0,Germany,303.5,10
536863,2010-12-03 11:19:00,17967.0,United Kingdom,123.07,48
536874,2010-12-03 11:35:00,16891.0,United Kingdom,232.26,69
536884,2010-12-03 11:42:00,14589.0,United Kingdom,39.75,3
536890,2010-12-03 11:48:00,14156.0,EIRE,322.2,3
536938,2010-12-03 12:05:00,14680.0,United Kingdom,1680.88,14
536943,2010-12-03 12:11:00,17884.0,United Kingdom,187.51,28
536944,2010-12-03 12:20:00,12557.0,Spain,620.0,5
536945,2010-12-03 12:24:00,14083.0,United Kingdom,309.54,66
536946,2010-12-03 12:28:00,13013.0,United Kingdom,841.94,29
536947,2010-12-03 12:29:00,13013.0,United Kingdom,686.4,38
536954,2010-12-03 12:41:00,17809.0,United Kingdom,425.0,1
536956,2010-12-03 12:43:00,14210.0,United Kingdom,304.95000000000005,15
536957,2010-12-03 12:43:00,17809.0,United Kingdom,791.7,13
536960,2010-12-03 12:48:00,16477.0,United Kingdom,225.65,14
536967,2010-12-03 12:57:00,12600.0,Germany,76.5,2
536968,2010-12-03 13:09:00,16013.0,United Kingdom,534.0,2
536969,2010-12-03 13:10:00,16013.0,United Kingdom,528.0,1
536970,2010-12-03 13:12:00,17949.0,United Kingdom,1314.0,1
536971,2010-12-03 13:40:00,12779.0,Poland,248.16,8
536972,2010-12-03 13:42:00,16926.0,United Kingdom,230.25,14
536973,2010-12-03 13:43:00,17787.0,United Kingdom,736.28,31
536974,2010-12-03 13:59:00,12682.0,France,336.24,16
536975,2010-12-03 14:04:00,14911.0,EIRE,1705.65,71
536976,2010-12-03 14:18:00,14723.0,United Kingdom,149.8,19
536977,2010-12-03 14:18:00,17954.0,United Kingdom,108.78,14
536980,2010-12-03 14:26:00,17819.0,United Kingdom,591.47,12
536981,2010-12-03 14:26:00,14723.0,United Kingdom,101.14,24
536983,2010-12-03 14:30:00,12712.0,Germany,175.53,9
536984,2010-12-03 14:35:00,17841.0,United Kingdom,339.54,29
536985,2010-12-03 14:40:00,15373.0,United Kingdom,334.3,11
536986,2010-12-03 14:40:00,16140.0,United Kingdom,124.14,7
536987,2010-12-03 14:54:00,17198.0,United Kingdom,272.01,53
536988,2010-12-03 15:05:00,17238.0,United Kingdom,254.39000000000001,38
536989,2010-12-03 15:10:00,17238.0,United Kingdom,115.7,22
536990,2010-12-03 15:14:00,12793.0,Portugal,131.8,7
536992,2010-12-03 15:16:00,15769.0,United Kingdom,91.8,1
536993,2010-12-03 15:19:00,14396.0,United Kingdom,110.35000000000001,34
536994,2010-12-03 15:25:00,14898.0,United Kingdom,98.5,3
537022,2010-12-03 15:45:00,12725.0,Italy,427.8,24
537023,2010-12-03 16:02:00,16725.0,United Kingdom,122.15,25
537026,2010-12-03 16:35:00,12395.0,Belgium,346.1,12
537030,2010-12-03 16:44:00,16455.0,United Kingdom,246.3,13
537031,2010-12-03 16:45:00,16455.0,United Kingdom,135.0,6
537034,2010-12-03 17:20:00,13081.0,United Kingdom,2355.1800000000003,73
537035,2010-12-03 17:21:00,13081.0,United Kingdom,11.6,1
537036,2010-12-03 17:28:00,15545.0,United Kingdom,135.32999999999998,31
537037,2010-12-05 10:03:00,17243.0,United Kingdom,256.90000000000003,11
537038,2010-12-05 10:12:00,15465.0,United Kingdom,535.75,7
537040,2010-12-05 10:27:00,13089.0,United Kingdom,734.3999999999999,2
537041,2010-12-05 10:36:00,16033.0,United Kingdom,155.64000000000001,26
537042,2010-12-05 10:45:00,13838.0,United Kingdom,238.11,52
537044,2010-12-05 10:52:00,18055.0,United Kingdom,431.45,19
537045,2010-12-05 10:54:00,15038.0,United Kingdom,126.42999999999999,35
537046,2010-12-05 10:58:00,18109.0,United Kingdom,277.45,14
537047,2010-12-05 11:02:00,13069.0,United Kingdom,326.6,41
537048,2010-12-05 11:03:00,13069.0,United Kingdom,5.9,2
537049,2010-12-05 11:04:00,16241.0,United Kingdom,277.65000000000003,14
537050,2010-12-05 11:10:00,14800.0,United Kingdom,555.84,51
537051,2010-12-05 11:12:00,15708.0,United Kingdom,350.68,42
537052,2010-12-05 11:15:00,16839.0,United Kingdom,552.24,5
537053,2010-12-05 11:38:00,16168.0,United Kingdom,275.8,3
537054,2010-12-05 11:40:00,16931.0,United Kingdom,152.05,41
537055,2010-12-05 11:45:00,16814.0,United Kingdom,273.29,15
537057,2010-12-05 11:49:00,15351.0,United Kingdom,274.67,51
537058,2010-12-05 11:51:00,13269.0,United Kingdom,351.43,12
537059,2010-12-05 11:54:00,14813.0,United Kingdom,127.98,24
537065,2010-12-05 11:57:00,12567.0,France,1526.92,63
537067,2010-12-05 11:57:00,14813.0,United Kingdom,27.45,6
537077,2010-12-05 11:59:00,17062.0,United Kingdom,179.64000000000001,26
537081,2010-12-05 12:00:00,15332.0,Lithuania,1145.06,25
537086,2010-12-05 12:01:00,15332.0,Lithuania,438.0,8
537090,2010-12-05 12:02:00,15332.0,Lithuania,15.0,1
537111,2010-12-05 12:08:00,14810.0,United Kingdom,180.44,23
537117,2010-12-05 12:09:00,16353.0,United Kingdom,204.0,1
537126,2010-12-05 12:13:00,18118.0,United Kingdom,475.86,118
537127,2010-12-05 12:13:00,13831.0,United Kingdom,408.0,2
537128,2010-12-05 12:15:00,12841.0,United Kingdom,211.74,23
537129,2010-12-05 12:15:00,13506.0,United Kingdom,301.12,17
537130,2010-12-05 12:23:00,17796.0,United Kingdom,114.65,19
537131,2010-12-05 12:26:00,15716.0,United Kingdom,547.1,38
537133,2010-12-05 12:29:00,18156.0,United Kingdom,206.23000000000002,55
537134,2010-12-05 12:34:00,16983.0,United Kingdom,163.49,9
537135,2010-12-05 12:35:00,17059.0,United Kingdom,722.36,117
537136,2010-12-05 12:42:00,12748.0,United Kingdom,273.76,37
537137,2010-12-05 12:43:00,16327.0,United Kingdom,535.6,66
537138,2010-12-05 12:44:00,17211.0,United Kingdom,273.3,33
537139,2010-12-05 12:47:00,17026.0,United Kingdom,33.15,3
537140,2010-12-05 12:53:00,12748.0,United Kingdom,70.42,39
537141,2010-12-05 12:57:00,15570.0,United Kingdom,517.65,44
537142,2010-12-05 12:57:00,12748.0,United Kingdom,41.45,15
537144,2010-12-05 13:00:00,15880.0,United Kingdom,343.28000000000003,105
537153,2010-12-05 13:03:00,16718.0,United Kingdom,623.75,45
537154,2010-12-05 13:05:00,15808.0,United Kingdom,1021.45,64
537155,2010-12-05 13:05:00,12748.0,United Kingdom,75.64,33
537156,2010-12-05 13:08:00,17858.0,United Kingdom,251.25,19
537158,2010-12-05 13:10:00,16393.0,United Kingdom,184.8,10
537159,2010-12-05 13:17:00,14527.0,United Kingdom,292.95,28
537160,2010-12-05 13:18:00,14161.0,United Kingdom,283.15,26
537163,2010-12-05 13:21:00,17863.0,United Kingdom,384.71999999999997,21
537176,2010-12-05 13:26:00,16411.0,United Kingdom,131.5,21
537179,2010-12-05 13:29:00,13767.0,United Kingdom,806.28,13
537192,2010-12-05 13:42:00,16402.0,United Kingdom,211.8,57
537193,2010-12-05 13:49:00,15023.0,United Kingdom,460.6,37
537194,2010-12-05 13:53:00,17402.0,United Kingdom,271.2,1
537195,2010-12-05 13:55:00,15311.0,United Kingdom,650.64,33
537196,2010-12-05 13:55:00,15426.0,United Kingdom,411.42,86
537197,2010-12-05 14:02:00,12647.0,Germany,286.5,16
537198,2010-12-05 14:03:00,12647.0,Germany,85.5,2
537199,2010-12-05 14:06:00,15894.0,United Kingdom,156.74,38
537200,2010-12-05 14:17:00,15867.0,United Kingdom,112.9,29
537201,2010-12-05 14:19:00,12472.0,Germany,1631.3,70
537202,2010-12-05 14:25:00,14506.0,United Kingdom,269.7,50
537204,2010-12-05 14:45:00,15555.0,United Kingdom,198.43,32
537205,2010-12-05 14:52:00,13034.0,United Kingdom,165.86,11
537206,2010-12-05 15:02:00,15235.0,United Kingdom,85.55000000000001,4
537207,2010-12-05 15:06:00,17402.0,United Kingdom,188.77,23
537208,2010-12-05 15:12:00,15889.0,United Kingdom,297.92,66
537209,2010-12-05 15:12:00,14606.0,United Kingdom,192.68,42
537210,2010-12-05 15:15:00,15953.0,United Kingdom,209.84,16
537211,2010-12-05 15:18:00,16143.0,United Kingdom,355.75,16
537212,2010-12-05 15:21:00,12720.0,Germany,473.39,30
537213,2010-12-05 15:26:00,12748.0,United Kingdom,8.65,6
537214,2010-12-05 15:35:00,16422.0,United Kingdom,1668.2,13
537215,2010-12-05 15:38:00,12747.0,United Kingdom,358.55999999999995,7
537216,2010-12-05 15:40:00,15502.0,United Kingdom,569.5,18
537217,2010-12-05 15:40:00,15502.0,United Kingdom,167.2,4
537218,2010-12-05 15:46:00,12763.0,Japan,320.08,16
537219,2010-12-05 15:47:00,14081.0,United Kingdom,423.52,69
537221,2010-12-05 15:54:00,17965.0,United Kingdom,37.35,7
537222,2010-12-05 16:00:00,14404.0,United Kingdom,133.48,26
537223,2010-12-05 16:10:00,13579.0,United Kingdom,164.70000000000002,9
537224,2010-12-05 16:24:00,13174.0,United Kingdom,1415.97,169
537225,2010-12-05 16:41:00,12748.0,United Kingdom,496.48,64
537226,2010-12-06 08:34:00,15987.0,United Kingdom,113.48,9
