customer_id,total_revenue,n_invoices,avg_aov,last_purchase_date
12412.0,1226.88,61,408.96000000000004,2011-09-26 10:16:00
12413.0,758.1,38,252.70000000000002,2011-10-04 09:00:00
12414.0,562.41,18,187.47,2011-05-06 14:51:00
12415.0,124914.53,714,5948.310952380953,2011-11-15 14:22:00
12417.0,3649.1,192,405.4555555555555,2011-12-06 14:52:00
12418.0,668.58,34,668.58,2011-08-19 11:08:00
12420.0,600.39,29,600.39,2011-10-07 08:55:00
12421.0,807.04,45,201.76,2011-11-24 09:07:00
12422.0,803.56,39,267.8533333333333,2011-09-05 09:48:00
12423.0,1859.31,125,232.41375,2011-12-09 10:10:00
12424.0,1760.9600000000003,30,880.4800000000001,2011-06-30 12:06:00
12425.0,777.2,36,777.2,2011-09-22 17:31:00
12426.0,582.73,30,582.73,2011-05-29 12:26:00
12427.0,825.8,31,275.26666666666665,2011-11-18 08:56:00
12428.0,7956.46,294,884.0511111111111,2011-11-14 08:22:00
12429.0,3750.4,97,937.6,2011-11-30 17:22:00
12430.0,256.4,11,256.4,2011-10-27 15:09:00
12431.0,6487.45,235,432.49666666666667,2011-11-04 11:55:00
12432.0,5059.32,108,1011.8639999999999,2011-10-28 11:43:00
12433.0,13375.87,420,1910.8385714285716,2011-12-09 10:02:00
12434.0,806.14,50,403.07,2011-09-16 12:38:00
12435.0,7829.889999999999,36,3914.9449999999997,2011-09-21 09:06:00
12436.0,509.01,16,509.01,2011-09-01 12:09:00
12437.0,4951.41,199,275.0783333333333,2011-12-08 11:35:00
12438.0,2906.85,98,1453.425,2011-11-25 13:28:00
12441.0,173.55,11,173.55,2010-12-08 10:45:00
12442.0,172.06,12,172.06,2011-12-06 14:22:00
12444.0,5005.46,176,1001.092,2011-11-18 13:23:00
12445.0,133.4,4,133.4,2011-11-17 18:43:00
12446.0,1002.31,57,1002.31,2011-10-13 12:50:00
12447.0,476.49,26,476.49,2011-04-10 13:25:00
12448.0,449.45,22,449.45,2011-10-26 13:46:00
12449.0,4067.29,191,1016.8225,2011-11-17 13:46:00
12450.0,197.88,8,98.94,2011-07-06 14:41:00
12451.0,9035.52,354,1807.104,2011-11-29 08:40:00
12452.0,430.57,22,215.285,2011-11-23 10:28:00
12453.0,707.09,43,707.09,2011-07-28 14:08:00
12454.0,3528.34,15,3528.34,2011-10-14 17:13:00
12455.0,2466.86,90,411.1433333333334,2011-09-27 15:31:00
12456.0,3181.04,125,1060.3466666666666,2011-10-26 14:41:00
12457.0,2363.23,62,337.6042857142857,2011-10-04 13:13:00
12458.0,947.4000000000001,38,473.70000000000005,2011-09-29 15:25:00
12461.0,826.88,35,413.44,2011-09-06 16:57:00
12462.0,1189.5900000000001,62,594.7950000000001,2011-11-21 09:11:00
12463.0,1344.78,83,336.195,2011-10-17 13:44:00
12464.0,1212.05,29,151.50625,2011-11-29 13:33:00
12465.0,742.19,47,371.095,2011-11-22 16:34:00
12468.0,729.5400000000001,38,364.77000000000004,2011-06-05 11:36:00
12471.0,19824.05,460,660.8016666666666,2011-12-07 15:43:00
12472.0,6572.110000000001,339,938.8728571428572,2011-11-07 14:01:00
12473.0,3938.55,168,787.71,2011-11-10 13:46:00
12474.0,7375.79,424,409.7661111111111,2011-11-22 14:39:00
12475.0,723.38,36,723.38,2011-10-17 10:10:00
12476.0,6816.42,233,619.6745454545454,2011-11-24 12:40:00
12477.0,13219.74,300,2203.29,2011-11-17 09:51:00
12478.0,680.99,36,680.99,2011-12-06 09:56:00
12479.0,527.2,31,527.2,2011-11-28 13:26:00
12480.0,3281.63,154,820.4075,2011-11-11 14:52:00
12481.0,5596.320000000001,217,559.6320000000001,2011-11-17 08:29:00
12483.0,2484.98,75,310.6225,2011-11-22 17:02:00
12484.0,4541.72,346,756.9533333333334,2011-11-07 11:37:00
12488.0,1298.66,55,432.8866666666667,2011-11-30 08:50:00
12489.0,334.93,15,334.93,2011-01-07 13:13:00
12490.0,5417.93,245,541.793,2011-12-04 16:07:00
12491.0,460.4,26,460.4,2011-11-01 12:18:00
12492.0,263.21,20,131.605,2011-10-07 15:15:00
12493.0,433.74,22,216.87,2011-06-27 10:17:00
12494.0,1246.1,77,178.0142857142857,2011-11-24 09:34:00
12497.0,1043.1,14,1043.1,2011-09-19 12:29:00
12498.0,403.7,23,134.56666666666666,2011-11-18 12:53:00
12500.0,4257.82,61,387.07454545454544,2011-11-16 16:20:00
12501.0,2169.39,149,2169.39,2011-01-07 12:28:00
12502.0,3723.87,147,744.774,2011-09-05 11:52:00
12504.0,482.04999999999995,9,241.02499999999998,2011-11-21 16:02:00
12506.0,73.5,23,73.5,2011-04-21 08:54:00
12507.0,1304.81,21,434.93666666666667,2011-07-28 17:09:00
12508.0,398.27,69,199.135,2011-11-13 15:37:00
12509.0,176.5,7,176.5,2011-02-28 14:45:00
12510.0,982.5699999999999,33,491.28499999999997,2011-07-20 10:15:00
12512.0,138.03,34,69.015,2011-10-04 14:55:00
12513.0,612.29,35,612.29,2011-08-19 10:51:00
12514.0,1017.68,51,1017.68,2011-03-17 16:38:00
12515.0,383.7,16,383.7,2010-12-21 15:43:00
12516.0,1312.06,26,656.03,2011-09-23 09:13:00
12517.0,2502.84,284,500.56800000000004,2011-11-11 14:04:00
12518.0,2056.89,124,411.378,2011-12-09 10:13:00
12519.0,340.84,18,340.84,2011-10-07 09:26:00
12520.0,2634.26,152,526.8520000000001,2011-09-21 15:23:00
12521.0,599.68,38,599.68,2011-07-20 10:51:00
12522.0,192.72,12,96.36,2011-10-31 15:30:00
12523.0,1789.77,106,162.70636363636365,2011-11-20 12:55:00
12524.0,4485.719999999999,144,560.7149999999999,2011-11-30 15:31:00
12526.0,1316.6599999999999,71,438.8866666666666,2011-12-09 12:09:00
12527.0,348.71000000000004,18,116.23666666666668,2011-09-19 11:55:00
12528.0,1933.48,92,322.24666666666667,2011-11-30 14:40:00
12530.0,1662.28,66,415.57,2011-10-11 12:34:00
12531.0,125.22,17,125.22,2011-11-25 11:12:00
12532.0,349.83000000000004,16,349.83000000000004,2011-11-09 13:47:00
12534.0,1089.18,63,1089.18,2011-08-01 10:26:00
12535.0,716.3499999999999,34,358.17499999999995,2011-09-09 08:48:00
12536.0,12601.830000000002,261,4200.610000000001,2011-10-27 14:20:00
12538.0,363.95,21,363.95,2011-11-10 17:16:00
12539.0,5568.35,273,1392.0875,2011-11-17 13:30:00
12540.0,13400.24,478,788.2494117647059,2011-11-20 11:31:00
12541.0,981.1800000000001,52,327.06,2011-11-10 10:40:00
12544.0,372.7,19,372.7,2011-11-03 16:15:00
12545.0,1000.39,50,500.195,2011-09-25 13:39:00
12546.0,1161.5,69,580.75,2011-10-24 12:09:00
12547.0,207.8,8,103.9,2011-05-26 12:38:00
12548.0,95.2,5,95.2,2011-06-26 15:35:00
12550.0,964.83,57,964.83,2011-09-21 14:35:00
12551.0,168.0,10,168.0,2010-12-17 11:23:00
12552.0,437.82,20,218.91,2011-11-01 10:02:00
12553.0,3692.2799999999997,191,369.22799999999995,2011-12-01 16:38:00
12556.0,603.71,121,301.855,2011-10-20 13:06:00
12557.0,11990.960000000001,33,2398.192,2011-11-23 16:59:00
12558.0,269.96,11,269.96,2011-12-02 10:41:00
12559.0,561.71,21,280.855,2011-02-02 09:49:00
12560.0,2134.01,105,711.3366666666667,2011-12-04 13:54:00
12561.0,238.85,16,238.85,2011-02-10 11:39:00
12562.0,3781.74,168,540.2485714285714,2011-12-01 17:20:00
12564.0,456.9,21,456.9,2011-03-23 14:55:00
12565.0,145.92,9,145.92,2011-02-24 10:34:00
12566.0,351.65,19,351.65,2011-09-14 14:30:00
12567.0,9401.28,446,940.128,2011-11-17 11:02:00
12569.0,4124.69,188,128.8965625,2011-12-07 16:24:00
12571.0,519.61,34,259.805,2011-10-31 10:19:00
12572.0,1020.4200000000001,60,510.21000000000004,2011-12-01 09:20:00
12573.0,160.54000000000002,28,160.54000000000002,2011-04-26 15:52:00
12574.0,218.45,11,218.45,2011-01-28 09:20:00
12576.0,1315.83,88,263.166,2011-11-04 10:11:00
12577.0,657.8,147,219.26666666666665,2011-11-04 13:24:00
12578.0,2794.51,114,1397.255,2011-11-18 13:30:00
12579.0,440.42,29,440.42,2011-09-22 17:15:00
12580.0,415.7,24,415.7,2011-04-07 10:24:00
12581.0,197.71,15,197.71,2011-10-31 08:56:00
12582.0,511.36,22,255.68,2011-04-15 08:45:00
12583.0,7281.38,247,485.42533333333336,2011-12-07 08:07:00
12584.0,2338.15,96,259.7944444444445,2011-12-06 09:35:00
12585.0,2040.1,87,1020.05,2011-04-19 13:39:00
12586.0,196.94000000000003,11,196.94000000000003,2011-11-22 16:24:00
12587.0,144.0,4,144.0,2011-12-02 12:47:00
12588.0,214.9,10,214.9,2011-10-31 15:01:00
12589.0,646.6800000000001,35,323.34000000000003,2011-11-11 10:19:00
12590.0,9864.26,68,4932.13,2011-05-12 14:52:00
12591.0,452.85,26,452.85,2011-01-26 14:35:00
12592.0,437.6,18,218.8,2011-09-08 15:04:00
12593.0,418.1,21,139.36666666666667,2011-08-23 12:43:00
12594.0,3338.2200000000003,118,333.822,2011-11-02 12:20:00
12596.0,618.27,27,309.135,2011-10-19 13:02:00
12597.0,3811.22,206,952.805,2011-11-20 13:33:00
12598.0,3023.08,132,377.885,2011-11-30 12:18:00
12599.0,1032.58,62,147.51142857142855,2011-11-10 13:34:00
12600.0,2599.04,64,259.904,2011-11-11 10:29:00
12601.0,577.06,28,115.41199999999999,2011-06-03 10:17:00
12602.0,153.12,12,153.12,2011-10-12 11:22:00
12603.0,739.1999999999999,2,739.1999999999999,2011-11-18 10:42:00
12604.0,254.18,16,127.09,2011-09-21 14:08:00
12607.0,1579.51,101,1579.51,2011-10-10 16:06:00
12609.0,1126.85,60,375.6166666666666,2011-09-22 16:34:00
12610.0,2099.54,106,419.908,2011-11-17 09:34:00
12611.0,1193.32,65,1193.32,2011-10-18 13:12:00
12612.0,704.0400000000001,19,704.0400000000001,2011-09-26 15:35:00
12613.0,3344.38,153,668.876,2011-10-13 14:59:00
12614.0,315.6,20,315.6,2011-03-07 10:22:00
12615.0,2291.19,105,572.7975,2011-12-07 15:02:00
12616.0,713.3,32,356.65,2011-09-05 15:17:00
12617.0,355.53,42,355.53,2011-11-10 14:39:00
12618.0,177.31,11,177.31,2011-11-18 11:10:00
12619.0,3641.24,90,404.5822222222222,2011-11-23 14:52:00
12620.0,1339.4099999999999,92,446.46999999999997,2011-11-25 10:20:00
12621.0,13689.67,467,684.4835,2011-12-08 11:25:00
12622.0,180.1,11,180.1,2011-04-21 16:39:00
12623.0,305.1,18,305.1,2011-03-08 13:50:00
12624.0,641.13,38,320.565,2011-08-25 15:04:00
12625.0,2683.8199999999997,86,1341.9099999999999,2011-05-12 09:54:00
12626.0,6620.48,294,735.6088888888888,2011-11-16 16:06:00
12627.0,4478.53,230,639.79,2011-11-29 12:07:00
12628.0,786.46,41,262.15333333333336,2011-12-05 13:15:00
12630.0,1270.88,64,635.44,2011-11-30 10:48:00
12631.0,640.5,31,640.5,2011-10-13 13:53:00
12633.0,2163.98,101,540.995,2011-10-12 11:40:00
12635.0,1689.1799999999998,101,844.5899999999999,2011-09-11 11:04:00
12637.0,6021.900000000001,390,752.7375000000001,2011-10-03 13:46:00
12638.0,671.69,39,671.69,2011-11-06 13:11:00
12639.0,486.1,22,486.1,2011-04-15 12:48:00
12640.0,1174.5800000000002,53,391.5266666666667,2011-11-16 11:52:00
12641.0,185.9,10,185.9,2011-08-16 13:26:00
12642.0,1013.26,47,337.75333333333333,2011-11-14 15:03:00
12643.0,3344.6400000000003,24,557.44,2011-08-03 12:56:00
12644.0,477.91,31,477.91,2011-08-02 10:33:00
12645.0,1775.1799999999998,73,443.79499999999996,2011-11-06 12:38:00
12646.0,1346.9699999999998,45,673.4849999999999,2011-12-05 10:14:00
12647.0,3722.8199999999997,121,310.23499999999996,2011-11-17 12:56:00
12648.0,318.05,21,318.05,2011-07-08 11:55:00
12649.0,623.51,31,207.83666666666667,2011-08-24 14:41:00
12650.0,314.44,20,314.44,2011-12-06 16:34:00
12651.0,114.0,9,114.0,2011-01-09 12:46:00
12652.0,919.98,48,919.98,2011-01-12 15:00:00
12653.0,2209.85,43,1104.925,2011-07-14 10:41:00
12654.0,601.98,38,120.396,2011-11-29 10:10:00
12656.0,4051.17,126,810.234,2011-11-22 13:42:00
12657.0,1643.18,47,410.795,2011-11-28 15:47:00
12658.0,686.05,36,686.05,2011-11-21 10:22:00
12659.0,91.68,5,91.68,2011-11-10 11:53:00
12660.0,245.1,13,245.1,2011-11-28 13:26:00
12662.0,3849.78,230,349.98,2011-12-09 11:59:00
12664.0,4881.88,37,542.4311111111111,2011-12-01 17:07:00
12665.0,63.0,3,63.0,2011-01-19 08:34:00
12667.0,620.13,33,620.13,2011-10-12 17:00:00
12668.0,3807.1499999999996,161,951.7874999999999,2011-11-28 10:56:00
12669.0,2744.0299999999997,101,914.6766666666666,2011-07-12 09:54:00
12670.0,2996.0499999999997,92,599.2099999999999,2011-11-29 15:23:00
12672.0,225.9,10,225.9,2011-01-14 09:20:00
12673.0,610.52,42,305.26,2011-12-04 13:55:00
12674.0,1970.6,83,492.65,2011-11-01 12:12:00
12676.0,1331.39,45,221.89833333333334,2011-11-15 12:25:00
12678.0,17628.46,165,1469.0383333333332,2011-10-28 13:04:00
12679.0,1113.02,48,278.255,2011-10-12 12:30:00
12680.0,862.81,52,215.7025,2011-12-09 12:50:00
12681.0,13787.539999999999,638,626.7063636363636,2011-11-25 11:33:00
12682.0,12288.22,525,396.3941935483871,2011-12-06 10:00:00
12683.0,8476.57,344,565.1046666666666,2011-12-05 16:31:00
12684.0,2283.63,105,326.23285714285714,2011-12-02 09:53:00
12685.0,2863.08,157,477.18,2011-11-11 13:46:00
12686.0,89.14,7,89.14,2010-12-03 09:51:00
12688.0,4873.8099999999995,171,4873.8099999999995,2011-08-18 08:49:00
12689.0,1247.61,72,623.805,2011-11-14 08:31:00
12690.0,389.01,16,389.01,2011-05-18 09:09:00
12691.0,1035.8,32,172.63333333333333,2011-11-11 16:49:00
12693.0,855.91,39,213.9775,2011-08-04 17:51:00
12694.0,869.6700000000001,37,434.83500000000004,2011-09-30 13:06:00
12695.0,582.1,27,145.525,2011-12-02 13:22:00
12697.0,957.5899999999999,41,319.19666666666666,2011-11-11 08:47:00
12700.0,4939.99,268,1234.9975,2011-12-02 10:47:00
12701.0,797.71,53,398.855,2011-09-21 10:47:00
12702.0,219.0,12,219.0,2011-11-20 10:36:00
12703.0,283.55,21,283.55,2011-09-29 17:52:00
12704.0,2340.84,88,292.605,2011-12-02 13:15:00
12705.0,6868.29,334,763.1433333333333,2011-11-24 13:17:00
12707.0,603.42,33,603.42,2011-02-21 08:38:00
12708.0,2712.91,157,271.291,2011-11-10 09:52:00
12709.0,9736.52,208,649.1013333333334,2011-11-24 15:38:00
12710.0,1149.02,77,383.00666666666666,2011-09-04 12:00:00
12712.0,4396.13,133,338.1638461538462,2011-11-11 08:19:00
12713.0,848.55,38,848.55,2011-12-09 12:16:00
12714.0,4708.86,259,941.7719999999999,2011-11-30 15:43:00
12715.0,353.86,21,353.86,2011-08-25 15:22:00
12716.0,1053.49,69,526.745,2011-12-06 08:55:00
12717.0,1030.98,55,515.49,2011-07-11 14:47:00
12718.0,238.25,19,238.25,2011-09-29 16:38:00
12719.0,644.95,39,322.475,2011-12-04 13:45:00
12720.0,5781.73,354,231.26919999999998,2011-12-07 08:03:00
12721.0,2656.13,161,442.68833333333333,2011-11-08 12:13:00
12722.0,997.63,53,249.4075,2011-09-15 14:50:00
12723.0,725.0699999999999,69,145.01399999999998,2011-12-06 10:19:00
12724.0,1031.41,53,257.8525,2011-12-04 16:02:00
12725.0,427.8,24,427.8,2010-12-03 15:45:00
12726.0,2609.1,124,372.7285714285714,2011-11-11 13:35:00
12727.0,3980.7,139,568.6714285714286,2011-11-29 11:46:00
12728.0,836.33,46,209.0825,2011-09-29 15:31:00
12729.0,453.01,26,453.01,2011-08-18 11:40:00
12731.0,18895.91,274,1574.6591666666666,2011-11-16 11:59:00
12732.0,236.26,12,236.26,2011-06-13 11:33:00
12733.0,383.95,22,383.95,2011-04-19 16:19:00
12734.0,110.4,4,110.4,2010-12-22 12:47:00
12735.0,779.5699999999999,43,389.78499999999997,2011-01-28 13:37:00
12736.0,234.0,4,234.0,2011-01-11 07:57:00
12738.0,155.35,11,155.35,2010-12-02 18:27:00
12739.0,1013.04,38,506.52,2011-09-22 13:00:00
12740.0,427.6,27,427.6,2011-10-07 10:44:00
12743.0,546.4300000000001,134,273.21500000000003,2011-07-28 16:21:00
12744.0,21279.29,222,3039.8985714285714,2011-10-19 11:18:00
12747.0,4196.01,103,381.4554545454546,2011-12-07 14:34:00
12748.0,33719.73,4595,161.3384210526316,2011-12-09 12:20:00
12749.0,4090.88,199,818.176,2011-12-06 09:56:00
12750.0,275.88,15,275.88,2011-08-03 09:13:00
12752.0,4366.78,53,4366.78,2011-09-19 13:32:00
12753.0,21429.39,197,3571.565,2011-11-17 10:52:00
12754.0,3010.74,63,1003.5799999999999,2011-04-18 09:00:00
12755.0,3811.9500000000003,4,1905.9750000000001,2011-03-04 12:42:00
12756.0,112.07999999999998,4,112.07999999999998,2011-09-14 09:31:00
12757.0,7857.1,371,604.3923076923077,2011-11-24 12:30:00
12758.0,2791.59,97,1395.795,2011-08-15 10:22:00
12759.0,1531.44,95,510.48,2011-10-18 14:49:00
12762.0,1898.52,69,949.26,2011-12-02 10:23:00
12763.0,494.08,18,247.04,2011-07-24 14:12:00
12764.0,1693.88,45,1693.88,2011-01-27 10:19:00
12766.0,6989.63,310,998.5185714285715,2011-12-06 08:46:00
12769.0,1143.6,32,1143.6,2011-04-15 10:25:00
12770.0,1351.45,12,1351.45,2011-05-13 09:33:00
12772.0,892.47,55,892.47,2011-10-11 09:19:00
12775.0,1386.04,66,277.20799999999997,2011-11-22 16:33:00
12778.0,822.23,50,137.03833333333333,2011-11-20 11:30:00
12779.0,3981.3599999999997,149,497.66999999999996,2011-11-02 11:43:00
12781.0,826.74,25,413.37,2011-10-07 10:37:00
12782.0,2330.92,103,466.184,2011-12-05 09:16:00
12783.0,2225.91,84,370.98499999999996,2011-12-07 15:56:00
12784.0,574.42,59,287.21,2011-11-30 15:38:00
12785.0,311.95,14,311.95,2010-12-10 13:48:00
12787.0,463.65999999999997,20,154.5533333333333,2011-11-30 08:44:00
12789.0,91.85,4,91.85,2011-10-05 13:34:00
12790.0,324.92,21,324.92,2011-05-31 14:14:00
12791.0,192.6,2,192.6,2010-12-01 11:27:00
12792.0,400.54,25,400.54,2011-03-28 11:36:00
12793.0,545.48,24,272.74,2011-01-09 12:12:00
12794.0,860.41,45,430.205,2011-10-17 14:54:00
12795.0,430.48,14,430.48,2011-11-21 10:27:00
12797.0,254.03,13,254.03,2010-12-09 10:55:00
12798.0,6977.04,8,2325.68,2011-11-29 15:52:00
12802.0,427.58,25,427.58,2011-06-06 09:36:00
12808.0,483.65000000000003,28,161.21666666666667,2011-11-03 10:05:00
12809.0,489.31,25,489.31,2011-06-15 10:51:00
12811.0,514.85,31,171.61666666666667,2011-03-24 09:42:00
12812.0,229.64,15,229.64,2011-10-26 09:54:00
12814.0,125.92,2,125.92,2011-08-30 12:11:00
12815.0,1063.46,47,531.73,2011-07-15 10:21:00
12816.0,572.2,29,286.1,2011-09-05 12:41:00
12817.0,166.04,4,166.04,2011-03-03 16:28:00
12818.0,1542.08,14,1542.08,2011-03-23 12:06:00
12820.0,942.34,59,235.585,2011-12-06 15:12:00
12821.0,92.72,6,92.72,2011-05-09 15:51:00
12822.0,948.88,46,474.44,2011-09-30 10:04:00
12823.0,1759.5,5,351.9,2011-09-26 07:35:00
12824.0,397.12,25,397.12,2011-10-11 12:49:00
12826.0,1474.72,91,210.67428571428573,2011-12-07 10:25:00
12827.0,430.15,25,143.38333333333333,2011-12-04 12:17:00
12828.0,1018.71,56,169.785,2011-12-07 08:45:00
12829.0,293.0,11,146.5,2011-01-07 11:13:00
12830.0,6814.64,38,1135.7733333333333,2011-11-02 11:54:00
12831.0,215.05,9,215.05,2011-03-22 13:02:00
12832.0,383.03000000000003,27,191.51500000000001,2011-11-07 13:30:00
12833.0,417.38,24,417.38,2011-07-17 13:46:00
12834.0,312.38,18,312.38,2011-03-02 09:49:00
12836.0,2612.86,175,653.215,2011-10-11 15:10:00
12837.0,134.1,12,134.1,2011-06-19 16:07:00
12838.0,683.1300000000001,123,341.56500000000005,2011-11-06 12:20:00
12839.0,5591.42,314,399.38714285714286,2011-12-07 12:33:00
12840.0,2726.77,113,681.6925,2011-07-19 09:29:00
12841.0,4022.35,420,160.894,2011-12-05 11:13:00
12842.0,1118.99,34,559.495,2011-09-30 15:33:00
12843.0,1702.26,103,212.7825,2011-10-05 12:09:00
12844.0,325.96000000000004,52,162.98000000000002,2011-11-10 13:31:00
12845.0,354.09000000000003,27,88.52250000000001,2011-03-17 13:34:00
12847.0,871.54,91,871.54,2011-11-17 13:16:00
12849.0,1050.8899999999999,51,525.4449999999999,2011-11-08 13:41:00
12851.0,135.18,50,135.18,2011-09-04 12:41:00
12852.0,311.55,17,311.55,2011-02-18 08:47:00
12853.0,1957.1,78,326.18333333333334,2011-07-28 11:29:00
12854.0,1324.5,110,441.5,2011-09-22 12:15:00
12855.0,38.1,3,38.1,2010-12-02 09:37:00
12856.0,2179.93,314,363.32166666666666,2011-12-02 10:52:00
12857.0,1106.4,46,553.2,2011-05-13 10:20:00
12863.0,521.2,5,521.2,2011-10-18 14:15:00
12864.0,147.12,3,147.12,2011-07-24 13:03:00
12865.0,1568.23,95,784.115,2011-11-13 14:31:00
12866.0,559.12,26,559.12,2011-03-01 14:11:00
12867.0,4036.82,538,576.6885714285714,2011-11-13 15:30:00
12868.0,1607.06,107,267.8433333333333,2011-06-07 10:42:00
12871.0,380.64,11,190.32,2011-09-16 15:07:00
12872.0,599.97,66,299.985,2011-01-17 10:52:00
12873.0,374.0,4,374.0,2011-03-02 14:58:00
12875.0,343.2300000000001,2,171.61500000000004,2011-07-19 15:30:00
12876.0,2218.02,85,1109.01,2011-10-13 12:26:00
12877.0,1535.77,154,127.98083333333334,2011-12-06 10:30:00
12878.0,854.99,47,427.495,2011-04-17 13:07:00
12879.0,573.22,10,191.07333333333335,2011-10-26 12:24:00
12881.0,298.0,7,298.0,2011-03-09 11:44:00
12882.0,1463.04,13,731.52,2011-11-30 16:18:00
12883.0,703.47,42,175.8675,2011-11-15 09:32:00
12884.0,309.05,7,309.05,2011-09-12 13:10:00
12885.0,1175.22,71,391.74,2011-10-07 13:40:00
12886.0,1378.4,82,689.2,2011-10-03 10:09:00
12888.0,354.12,5,177.06,2011-05-09 16:02:00
12890.0,380.47,82,380.47,2011-11-15 17:26:00
12891.0,331.0,3,110.33333333333333,2011-06-07 12:31:00
12893.0,188.14,34,188.14,2011-11-09 12:34:00
12895.0,372.8,22,186.4,2011-10-28 13:51:00
12897.0,216.5,4,108.25,2011-05-19 12:13:00
12901.0,17654.54,116,630.5192857142857,2011-12-01 10:07:00
12902.0,138.68,10,138.68,2011-03-20 12:06:00
12904.0,509.58,72,254.79,2011-11-21 14:34:00
12906.0,2919.81,63,583.962,2011-11-28 09:55:00
12908.0,750.0,2,375.0,2011-06-16 15:39:00
12909.0,2178.67,91,435.73400000000004,2011-10-31 12:43:00
12910.0,3075.04,75,384.38,2011-11-16 14:28:00
12912.0,1662.3,24,332.46,2011-12-07 08:55:00
12913.0,2483.63,50,496.726,2011-12-05 12:11:00
12915.0,363.65,22,181.825,2011-07-14 11:34:00
12916.0,3006.15,107,751.5375,2011-07-24 10:35:00
12917.0,594.0,2,594.0,2011-08-03 16:42:00
12919.0,1335.19,50,222.53166666666667,2011-12-01 13:47:00
12920.0,164.23,28,164.23,2011-11-22 15:05:00
12921.0,16587.09,720,448.29972972972973,2011-11-30 16:22:00
12922.0,405.38,28,405.38,2011-07-01 15:35:00
12923.0,176.97,29,176.97,2011-10-06 16:20:00
12924.0,933.7,30,233.425,2011-09-12 13:55:00
12925.0,694.05,45,347.025,2011-12-05 11:11:00
12928.0,2062.7,84,412.53999999999996,2011-11-04 14:24:00
12929.0,117.85,8,117.85,2011-02-01 12:08:00
12930.0,415.8,25,207.9,2011-09-22 15:18:00
12931.0,42055.96,82,2803.730666666667,2011-11-18 12:39:00
12933.0,607.53,106,202.51,2011-11-15 16:38:00
12935.0,2160.7,129,308.6714285714285,2011-12-07 17:25:00
12936.0,1063.9,62,265.975,2011-11-22 17:32:00
